Route Name,Route Link,Bus Name,Bus Type,Start Time,End Time,Total Duration,Price,Seats Available,Ratings
Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Droupadi Bus Service,Non AC Seater (2+3),16:20,19:10,02h 50m,INR 121,,"2.7
17"
Midnapore to Kolkata,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,Maa Bhabani Travels,Non AC Seater (2+3),07:05,10:30,03h 25m,INR 130,,New
Kolkata to Arambagh (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-arambagh-west-bengal,WBTC (CTC) KOLKATA - JOYRAMBATI - BISHNUPUR - 123|06:00,Non AC Seater (2+3),06:00,09:00,03h 00m,INR 69,,"1.9
7"
Kolkata to Arambagh (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-arambagh-west-bengal,BASUNDHARA TRAVELS,Non AC Seater (2+3),07:35,10:10,02h 35m,INR 120,,3.9
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,04:30,05h 00m,INR 452,,"4.6
335"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Express Line,Volvo 9600 A/C Semi Sleeper (2+2),07:30,11:55,04h 25m,INR 349,,"4.4
360"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Greenline,Volvo A/C Seater (2+2),06:45,11:45,05h 00m,INR 650,,"4.4
304"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,AdParameswar Travels,A/C Seater Push Back (2+3),07:35,12:15,04h 40m,238,,"3.3
52"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),07:15,12:00,04h 45m,INR 414,,"4.4
302"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),08:15,12:45,04h 30m,INR 512,,"4.3
313"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Express Line,VE A/C Seater (2+2),23:45,04:45,05h 00m,INR 399,,"4.3
318"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Mayuri Express,AC Seater (2+2),23:15,04:30,05h 15m,495,,"4.3
199"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),23:57,05:10,05h 13m,394,,"4.0
123"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Maa Chandi Travels,A/C Seater / Sleeper (2+2),23:57,05:10,05h 13m,INR 400,,"3.9
113"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Parameswar Travels,A/C Seater Push Back (2+3),23:45,05:00,05h 15m,285,,"3.3
118"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Parameswar Travels,A/C Seater Push Back (2+3),23:59,05:00,05h 01m,285,,"3.2
126"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Parameswar Travels,A/C Seater Push Back (2+3),13:10,17:56,04h 46m,238,,"3.3
29"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Sagufta Travels (Bhorpet Travels),AC Seater (2+2),23:55,04:35,04h 40m,347,,"4.4
57"
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,City Express (Snemita),AC Seater (2+3),05:35,10:05,04h 30m,INR 320,,"4.1
77"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),13:30,18:25,04h 55m,INR 305,,"4.5
303"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Express Line,Volvo 9600 A/C Semi Sleeper (2+2),13:45,18:15,04h 30m,INR 319,,"4.4
397"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),13:45,18:55,05h 10m,INR 309,,"4.4
334"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Greenline,Volvo A/C Seater (2+2),13:40,18:25,04h 45m,INR 300,,"4.2
292"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),09:50,15:20,05h 30m,INR 325,,"4.1
323"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Express Line,VE A/C Seater (2+2),10:25,15:20,04h 55m,INR 299,,"4.0
364"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Mayuri Express,A/C Seater (2+3),11:15,16:00,04h 45m,270,,"4.0
200"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Mayuri Express,AC Seater (2+2),10:30,15:30,05h 00m,INR 260,,"3.9
296"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Bengal Surface Transport,A/C Seater / Sleeper (2+2),10:55,15:55,05h 00m,240,,"3.9
37"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Ankita Paribahan(Atithi),A/C Seater Push Back (2+3),13:35,17:50,04h 15m,270,,"3.1
27"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Snemita Parisheba (Santosh),AC Seater (2+3),10:55,15:30,04h 35m,243,,"3.2
11"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Parameswar Travels,A/C Seater Push Back (2+3),20:00,01:35,05h 35m,238,,"3.5
7"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Maa Chandi Travels,A/C Seater / Sleeper (2+2),14:30,19:10,04h 40m,INR 400,,"3.7
72"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Maa Chandi Travels,A/C Seater / Sleeper (2+2),12:35,17:15,04h 40m,INR 400,,"3.5
54"
Digha to Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,Snemita Paribahan(Shinjini),A/C Seater (2+3),22:45,04:10,05h 25m,INR 320,,"3.8
28"
Kolkata to Bankura,https://www.redbus.in/bus-tickets/kolkata-to-bankura,PALLY DUTH PARIBAHAN,A/C Seater (2+3),15:20,19:45,04h 25m,298,,New
Kolkata to Bankura,https://www.redbus.in/bus-tickets/kolkata-to-bankura,City Queen Bus Service,Non AC Seater (2+2),20:50,02:00,05h 10m,INR 250,,"3.5
6"
Kolkata to Bankura,https://www.redbus.in/bus-tickets/kolkata-to-bankura,City Queen Bus Service,Non AC Seater (2+2),21:30,03:30,06h 00m,INR 285,,"2.3
9"
Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:00,10:15,04h 15m,INR 524,,"4.4
273"
Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:00,10:15,04h 15m,INR 524,,"3.9
12"
Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),06:15,10:30,04h 15m,INR 524,,"4.5
191"
Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),06:15,10:30,04h 15m,INR 524,,"4.6
10"
Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol,Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),06:30,11:00,04h 30m,INR 524,,"4.7
164"
Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:30,10:45,04h 15m,INR 524,,"4.0
78"
Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol,Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),06:31,11:00,04h 29m,INR 524,,"3.8
6"
Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:00,11:30,04h 30m,INR 524,,"4.2
243"
Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:00,11:30,04h 30m,INR 524,,"4.7
23"
Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol,Express Line,Volvo 9600 A/C Seater (2+2),07:05,11:20,04h 15m,INR 524,,"4.5
179"
Kolkata to Midnapore,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,WBTC (CTC) Barasat-Midnapur - 208|08:10,Non AC Seater (2+3),08:10,10:00,01h 50m,INR 105,,"2.9
16"
Kolkata to Midnapore,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Arman Travels,Non AC Seater (2+3),06:50,10:45,03h 55m,INR 130,,"2.0
3"
Jhargram to Kolkata,https://www.redbus.in/bus-tickets/jhargram-to-kolkata,Aaranyak Travels,A/C Seater (2+3),06:40,10:30,03h 50m,INR 180,,"4.3
32"
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Parameswar Travels,A/C Seater Push Back (2+3),00:35,04:45,04h 10m,285,,3.3
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Snemita Paribahan,Non AC Seater (2+3),05:00,08:50,03h 50m,INR 230,,4.1
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,City Express (Snemita),AC Seater (2+3),05:35,09:05,03h 30m,INR 320,,"4.4
14"
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,SANTOSH BUS SERVICE,AC Seater (2+3),05:55,09:50,03h 55m,INR 450,,3.5
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Snemita Paribahan,AC Seater (2+3),06:00,09:30,03h 30m,INR 370,,"4.6
13"
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Snemita Paribahan,AC Seater (2+3),06:00,09:20,03h 20m,INR 370,,"4.5
10"
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Parameswar Travels,A/C Seater Push Back (2+2),06:50,10:30,03h 40m,238,,3.3
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Parameswar Travels,A/C Seater Push Back (2+3),10:10,13:50,03h 40m,238,,3.3
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Parameswar Travels,A/C Seater Push Back (2+3),13:10,16:50,03h 40m,238,,"4.0
9"
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,City Express,AC Seater (2+3),06:00,09:20,03h 20m,INR 370,,"3.2
4"
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Arunita Paribahan,A/C Seater (2+3),06:05,09:30,03h 25m,INR 320,,3.1
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Snemita Paribahan(JACKSON),A/C Push Back (2+3),06:05,09:35,03h 30m,INR 370,,4.1
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Monikanchan Bus Service,A/C Seater (2+3),06:25,09:45,03h 20m,338,,"4.2
5"
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Subhadip Travels(Jagannath),A/C Executive (2+3),07:30,11:30,04h 00m,378,,3.0
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Monikanchan Bus Service,A/C Seater (2+3),07:15,10:45,03h 30m,338,,"3.4
11"
Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,SBSTC-GARIA - DIGHA - 04:00 (DIGHA DEPOT) - 911,Non AC Seater (2+3),04:00,00:00,20h 00m,INR 90,,4.2
Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,SBSTC-GARIA - DIGHA - 04:30 (DIGHA DEPOT) - 1216,Non AC Seater (2+3),04:30,00:00,19h 30m,INR 90,,4.2
Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,SBSTC-GARIA - DIGHA - 04:45 (DIGHA DEPOT) - 1622,Non AC Seater (2+3),04:45,00:00,19h 15m,INR 90,,4.2
Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,SBSTC-GARIA - DIGHA - 05:00 (DIGHA DEPOT) - 910,Non AC Seater (2+3),05:00,00:00,19h 00m,INR 90,,"3.1
6"
Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,SBSTC-BELGHARIA - DIGHA - 05:15 (BEL DEPOT) - 1362,Non AC Seater (2+3),05:15,00:00,18h 45m,INR 81,,"4.0
6"
Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,SBSTC-GARIA - DIGHA - 05:20 (DIGHA DEPOT) - 1217,Non AC Seater (2+3),05:20,00:00,18h 40m,INR 90,,4.2
Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,SBSTC-KOLKATA - DIGHA - 06:00 (HWH DEPOT) - 1001,Non AC Seater (2+3),06:00,00:00,18h 00m,INR 80,,4.2
Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,SBSTC-BADAMTALA - DIGHA - 05:30 - 905,Non AC Seater (2+3),06:00,00:00,18h 00m,INR 81,,"4.9
5"
Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,SBSTC-KARUNAMOYEE - DIGHA - VIA DUNLOP - 06:15 (DIGHA) - 1760,Non AC Seater (2+3),06:15,00:00,17h 45m,INR 95,,"4.4
10"
Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,SBSTC-BELGHARIA - DIGHA - 06:30 (BEL DEPOT) - 900,Non AC Seater (2+3),06:30,00:00,17h 30m,INR 81,,"4.2
20"
Digha to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/digha-to-durgapur,ISHIKA TRADERS,A/C Seater / Sleeper (2+2),09:30,17:20,07h 50m,INR 500,,"3.3
37"
Kolkata to Nandakumar (west bengal),https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),08:15,10:30,02h 15m,INR 512,,4.3
Kolkata to Nandakumar (west bengal),https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),07:15,09:45,02h 30m,INR 414,,4.3
Kolkata to Nandakumar (west bengal),https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Basu Travels,A/C Seater Push Back (2+3),23:30,01:45,02h 15m,399,,2.9
Kolkata to Nandakumar (west bengal),https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Basu Travels,A/C Seater / Sleeper (2+2),23:59,02:00,02h 01m,320,,2.9
Kolkata to Nandakumar (west bengal),https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Sagufta Travels (Santosh),A/C Seater / Sleeper (2+2),01:20,03:20,02h 00m,380,,3.4
Kolkata to Nandakumar (west bengal),https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Basu Travels,A/C Seater Push Back (2+3),23:55,02:15,02h 20m,375,,2.9
Kolkata to Nandakumar (west bengal),https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Subhadip Travels(Kojagar),Non AC Seater (2+3),16:50,19:15,02h 25m,378,,2.8
Kolkata to Nandakumar (west bengal),https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Subhadip Travels(Jagannath),A/C Executive (2+3),08:00,10:30,02h 30m,378,,2.8
Kolkata to Nandakumar (west bengal),https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Subhadip Travels(Radha Gobinda),A/C Seater (2+3),15:25,18:30,03h 05m,378,,2.8
Kolkata to Nandakumar (west bengal),https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Subhadip Travels(Jagannath),A/C Executive (2+3),07:30,10:00,02h 30m,378,,2.8
Kirnahar (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/kirnahar-west-bengal-to-kolkata,SBSTC-KIRNAHAR - KOLKATA - 05:10 (BWN DEPOT) - 3558,Non AC Seater (2+3),05:10,10:40,05h 30m,INR 150,,"3.8
71"
Kirnahar (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/kirnahar-west-bengal-to-kolkata,SBSTC-LANGALHATA - KOLKATA - 05:00 (BWN DEPOT) - 1850,Non AC Seater (2+3),06:00,11:30,05h 30m,INR 150,,"3.6
72"
Kirnahar (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/kirnahar-west-bengal-to-kolkata,SBSTC-LABPUR - KOLKATA - 06:00 (HWH DEPOT) - 3239,Non AC Seater (2+3),06:15,11:45,05h 30m,INR 150,,"4.2
9"
Kolkata to Kolaghat,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,SBSTC-GARIA - DIGHA - 04:00 (DIGHA DEPOT) - 911,Non AC Seater (2+3),04:00,00:00,20h 00m,INR 80,,4.3
Kolkata to Kolaghat,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,SBSTC-GARIA - DIGHA - 04:30 (DIGHA DEPOT) - 1216,Non AC Seater (2+3),04:30,00:00,19h 30m,INR 80,,4.3
Kolkata to Kolaghat,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,SBSTC-GARIA - DIGHA - 04:45 (DIGHA DEPOT) - 1622,Non AC Seater (2+3),04:45,00:00,19h 15m,INR 80,,4.3
Kolkata to Kolaghat,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,SBSTC-GARIA - DIGHA - 05:00 (DIGHA DEPOT) - 910,Non AC Seater (2+3),05:00,00:00,19h 00m,INR 80,,4.3
Kolkata to Kolaghat,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,SBSTC-GARIA - MIDNAPUR - 05:05 (MID DEPOT) - 1512,Non AC Seater (2+3),05:05,00:00,18h 55m,INR 83,,4.3
